iteration,goal_sampled,candidate_count,chosen_idx,chosen_rank,accepted,rejection_reason,tree_nodes
468,False,72,"(4, 4, 5, 5, 4, 4)",1,False,duplicate,294
469,False,62,"(3, 4, 5, 6, 1, 3)",5,True,,295
470,False,83,"(6, 6, 4, 4, 5, 3)",9,True,,296
471,False,82,"(6, 5, 6, 3, 6, 3)",1,True,,297
472,False,61,"(3, 7, 7, 8, 2, 2)",13,True,,298
473,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,298
474,False,0,,,False,invalid_random_target,298
475,False,81,"(4, 5, 6, 3, 4, 3)",2,True,,299
476,False,0,,,False,invalid_random_target,299
477,False,0,,,False,invalid_random_target,299
478,True,65,"(3, 5, 8, 8, 1, 2)",14,True,,300
479,True,65,"(3, 8, 7, 8, 1, 2)",59,True,,301
480,False,81,"(5, 4, 6, 2, 4, 2)",40,True,,302
481,False,0,,,False,invalid_random_target,302
482,False,63,"(5, 4, 5, 2, 5, 2)",53,True,,303
483,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,303
484,False,82,"(4, 5, 3, 7, 7, 4)",4,True,,304
485,False,62,"(2, 6, 6, 6, 3, 5)",2,True,,305
486,False,0,,,False,invalid_random_target,305
487,True,65,"(3, 6, 7, 7, 1, 3)",37,False,duplicate,305
488,False,0,,,False,invalid_random_target,305
489,True,65,"(4, 6, 7, 8, 0, 2)",55,True,,306
490,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,306
491,False,80,"(3, 5, 6, 1, 4, 5)",13,True,,307
492,False,0,,,False,invalid_random_target,307
493,False,82,"(7, 5, 5, 1, 6, 3)",75,True,,308
494,False,0,,,False,invalid_random_target,308
495,False,84,"(5, 5, 5, 3, 3, 4)",21,True,,309
496,False,0,,,False,invalid_random_target,309
497,False,77,"(3, 7, 7, 8, 0, 3)",8,True,,310
498,False,0,,,False,invalid_random_target,310
499,False,84,"(5, 7, 5, 5, 6, 4)",9,True,,311
500,False,82,"(7, 5, 5, 6, 5, 7)",24,True,,312
501,False,81,"(7, 4, 5, 6, 5, 1)",17,True,,313
502,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,313
503,False,80,"(5, 5, 6, 2, 4, 4)",4,True,,314
504,False,0,,,False,invalid_random_target,314
505,False,71,"(4, 5, 7, 3, 6, 2)",7,True,,315
506,False,79,"(3, 6, 7, 3, 7, 2)",5,True,,316
507,False,0,,,False,invalid_random_target,316
508,False,0,,,False,invalid_random_target,316
509,False,82,"(7, 5, 6, 6, 5, 6)",8,True,,317
510,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,317
511,False,72,"(3, 6, 6, 2, 4, 5)",5,True,,318
512,False,82,"(6, 7, 4, 1, 7, 3)",37,True,,319
513,False,0,,,False,invalid_random_target,319
514,False,71,"(5, 4, 5, 4, 5, 2)",1,True,,320
515,False,0,,,False,invalid_random_target,320
516,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,320
517,False,82,"(4, 5, 5, 5, 2, 7)",10,True,,321
518,False,83,"(5, 6, 7, 7, 4, 5)",5,True,,322
519,False,81,"(6, 4, 5, 7, 6, 2)",9,True,,323
520,False,0,,,False,invalid_random_target,323
521,False,84,"(5, 7, 5, 5, 6, 4)",9,False,duplicate,323
522,False,0,,,False,invalid_random_target,323
523,False,72,"(3, 4, 5, 5, 2, 5)",7,True,,324
524,False,80,"(4, 6, 6, 1, 4, 5)",16,True,,325
525,False,63,"(5, 4, 6, 2, 3, 3)",23,True,,326
526,True,65,"(3, 6, 6, 8, 1, 1)",32,True,,327
527,False,0,,,False,invalid_random_target,327
528,False,63,"(3, 6, 7, 7, 2, 3)",9,True,,328
529,False,84,"(5, 7, 3, 2, 4, 5)",61,True,,329
530,False,82,"(6, 5, 5, 8, 2, 2)",6,True,,330
531,False,80,"(4, 5, 5, 6, 2, 6)",2,True,,331
532,False,83,"(4, 6, 3, 3, 2, 4)",7,True,,332
533,False,0,,,False,invalid_random_target,332
534,False,80,"(2, 6, 6, 6, 4, 2)",3,True,,333
535,False,75,"(3, 6, 4, 2, 2, 5)",10,True,,334
536,False,82,"(6, 5, 7, 7, 4, 5)",5,True,,335
537,False,0,,,False,invalid_random_target,335
538,False,83,"(4, 6, 4, 4, 2, 4)",1,True,,336
539,False,61,"(5, 5, 6, 7, 4, 5)",8,False,duplicate,336
540,False,0,,,False,invalid_random_target,336
541,False,60,"(7, 5, 6, 1, 7, 3)",2,False,duplicate,336
542,False,67,"(3, 6, 7, 4, 6, 2)",4,False,duplicate,336
543,False,80,"(6, 6, 3, 9, 5, 1)",13,True,,337
544,False,0,,,False,invalid_random_target,337
545,False,63,"(5, 4, 5, 3, 3, 3)",9,True,,338
546,False,0,,,False,invalid_random_target,338
547,False,0,,,False,invalid_random_target,338
548,False,83,"(4, 5, 5, 5, 4, 5)",1,True,,339
549,False,81,"(6, 4, 6, 5, 5, 8)",70,True,,340
550,False,0,,,False,invalid_random_target,340
551,False,71,"(4, 4, 5, 2, 4, 2)",6,True,,341
552,False,83,"(4, 5, 5, 7, 2, 3)",3,True,,342
553,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,342
554,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,342
555,False,0,,,False,invalid_random_target,342
556,False,0,,,False,invalid_random_target,342
557,False,0,,,False,invalid_random_target,342
558,False,0,,,False,invalid_random_target,342
559,False,0,,,False,invalid_random_target,342
560,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,342
561,False,71,"(4, 5, 4, 6, 9, 4)",10,True,,343
562,False,84,"(4, 6, 5, 2, 2, 5)",47,True,,344
563,False,0,,,False,invalid_random_target,344
564,True,65,"(2, 6, 7, 7, 1, 2)",2,False,duplicate,344
565,False,72,"(4, 4, 3, 4, 3, 4)",70,True,,345
566,False,82,"(7, 5, 6, 1, 8, 2)",80,True,,346
567,False,82,"(6, 5, 5, 6, 4, 7)",3,True,,347
568,False,80,"(8, 5, 4, 2, 7, 4)",35,True,,348
569,False,0,,,False,invalid_random_target,348
570,False,0,,,False,invalid_random_target,348
571,True,65,"(3, 7, 7, 8, 1, 1)",26,True,,349
572,False,72,"(4, 4, 5, 5, 4, 5)",1,True,,350
573,False,83,"(5, 7, 2, 2, 4, 4)",49,True,,351
574,False,82,"(6, 5, 5, 8, 3, 1)",57,True,,352
575,False,84,"(5, 6, 6, 2, 7, 3)",67,True,,353
576,False,63,"(3, 4, 5, 6, 1, 5)",9,True,,354
577,False,0,,,False,invalid_random_target,354
578,False,0,,,False,invalid_random_target,354
579,False,83,"(4, 6, 3, 3, 2, 5)",17,False,duplicate,354
580,False,0,,,False,invalid_random_target,354
581,False,62,"(2, 6, 5, 6, 6, 3)",5,True,,355
582,False,83,"(6, 4, 5, 6, 4, 7)",4,True,,356
583,False,82,"(7, 5, 6, 2, 6, 5)",56,True,,357
584,False,71,"(5, 4, 5, 6, 1, 4)",2,True,,358
585,False,67,"(3, 6, 8, 4, 6, 1)",8,True,,359
586,False,0,,,False,invalid_random_target,359
587,False,81,"(7, 5, 7, 3, 6, 2)",30,True,,360
588,False,70,"(5, 4, 5, 7, 6, 5)",6,True,,361
589,False,70,"(6, 4, 3, 8, 2, 6)",54,True,,362
590,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,362
591,False,0,,,False,invalid_random_target,362
592,False,0,,,False,invalid_random_target,362
593,False,0,,,False,invalid_random_target,362
594,False,74,"(2, 5, 5, 8, 3, 3)",26,True,,363
595,False,0,,,False,invalid_random_target,363
596,False,0,,,False,invalid_random_target,363
597,False,83,"(7, 7, 6, 8, 4, 6)",61,True,,364
598,False,82,"(4, 5, 6, 4, 3, 6)",4,True,,365
599,False,72,"(4, 4, 5, 6, 3, 4)",1,True,,366
600,False,82,"(4, 6, 5, 5, 3, 7)",12,True,,367
601,False,71,"(5, 4, 3, 2, 5, 2)",60,True,,368
602,False,83,"(3, 6, 3, 4, 2, 6)",5,True,,369
603,False,82,"(5, 6, 4, 1, 6, 4)",5,True,,370
604,True,65,"(4, 6, 7, 9, 1, 2)",54,True,,371
605,False,61,"(5, 4, 5, 9, 5, 5)",3,True,,372
606,False,72,"(3, 5, 6, 2, 4, 4)",3,True,,373
607,False,0,,,False,invalid_random_target,373
608,False,62,"(2, 6, 5, 7, 6, 3)",3,True,,374
609,False,0,,,False,invalid_random_target,374
610,False,82,"(4, 8, 5, 2, 3, 4)",7,True,,375
611,False,83,"(6, 7, 4, 2, 7, 4)",17,True,,376
612,False,71,"(3, 4, 5, 3, 4, 2)",3,True,,377
613,False,83,"(4, 5, 5, 5, 5, 5)",2,True,,378
614,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,378
615,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,378
616,False,83,"(6, 6, 6, 4, 6, 4)",5,True,,379
617,False,69,"(4, 6, 4, 6, 8, 4)",6,True,,380
618,False,63,"(4, 4, 6, 3, 3, 3)",2,True,,381
619,True,65,"(3, 6, 5, 8, 1, 2)",60,True,,382
620,False,0,,,False,invalid_random_target,382
621,False,82,"(7, 5, 7, 5, 5, 6)",49,True,,383
622,False,82,"(6, 4, 5, 6, 5, 0)",14,True,,384
623,True,65,"(3, 6, 8, 9, 1, 2)",38,False,duplicate,384
624,False,0,,,False,invalid_random_target,384
625,False,59,"(5, 4, 6, 8, 4, 3)",39,True,,385
626,False,83,"(4, 5, 3, 2, 2, 6)",32,True,,386
627,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,386
628,False,82,"(7, 5, 5, 6, 4, 6)",4,True,,387
629,False,83,"(2, 6, 6, 3, 3, 4)",13,True,,388
630,False,0,,,False,invalid_random_target,388
631,True,65,"(2, 6, 7, 7, 1, 2)",2,False,duplicate,388
632,False,0,,,False,invalid_random_target,388
633,False,71,"(5, 5, 4, 6, 9, 5)",32,False,duplicate,388
634,False,80,"(9, 5, 6, 1, 8, 2)",77,True,,389
635,False,0,,,False,invalid_random_target,389
636,False,79,"(3, 6, 8, 3, 7, 3)",10,False,duplicate,389
637,False,84,"(6, 7, 4, 2, 6, 3)",9,True,,390
638,False,78,"(8, 5, 7, 5, 5, 6)",63,True,,391
639,False,83,"(4, 5, 5, 5, 4, 7)",5,False,duplicate,391
640,False,82,"(4, 8, 3, 4, 3, 4)",1,True,,392
641,False,60,"(5, 5, 5, 9, 4, 5)",5,True,,393
642,False,83,"(7, 7, 6, 7, 3, 6)",50,True,,394
643,False,63,"(5, 4, 6, 2, 2, 4)",31,True,,395
644,False,72,"(5, 4, 3, 8, 2, 5)",2,True,,396
645,False,74,"(2, 5, 6, 9, 3, 3)",16,True,,397
646,True,65,"(3, 6, 7, 8, 2, 3)",47,True,,398
647,False,83,"(4, 6, 3, 3, 3, 5)",3,False,duplicate,398
648,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,398
649,False,53,"(4, 4, 6, 7, 4, 3)",8,True,,399
650,False,0,,,False,invalid_random_target,399
651,False,0,,,False,invalid_random_target,399
652,False,81,"(3, 6, 6, 8, 2, 2)",9,True,,400
653,False,0,,,False,invalid_random_target,400
654,False,82,"(4, 5, 4, 5, 1, 5)",1,True,,401
655,False,83,"(7, 5, 5, 5, 4, 6)",10,True,,402
656,False,0,,,False,invalid_random_target,402
657,False,81,"(3, 6, 6, 8, 1, 1)",10,False,duplicate,402
658,False,62,"(2, 6, 5, 6, 6, 2)",4,True,,403
659,False,0,,,False,invalid_random_target,403
660,False,72,"(3, 5, 6, 1, 3, 4)",10,True,,404
661,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,404
662,False,81,"(5, 6, 3, 1, 7, 4)",20,True,,405
663,False,82,"(4, 4, 5, 5, 5, 5)",63,True,,406
664,False,70,"(5, 5, 4, 8, 6, 5)",5,True,,407
665,False,0,,,False,invalid_random_target,407
666,False,72,"(4, 4, 4, 6, 3, 3)",11,True,,408
667,False,63,"(5, 5, 6, 3, 2, 4)",3,True,,409
668,False,0,,,False,invalid_random_target,409
669,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,409
670,False,80,"(7, 6, 6, 1, 8, 2)",31,True,,410
671,False,72,"(5, 4, 3, 8, 2, 5)",2,False,duplicate,410
672,False,0,,,False,invalid_random_target,410
673,False,62,"(2, 6, 5, 6, 4, 2)",1,True,,411
674,False,53,"(5, 4, 5, 6, 4, 4)",39,True,,412
675,False,82,"(3, 5, 5, 7, 4, 4)",2,True,,413
676,False,0,,,False,invalid_random_target,413
677,False,10,"(2, 5, 8, 8, 1, 3)",4,True,,414
678,False,84,"(6, 7, 5, 3, 7, 4)",6,True,,415
679,False,0,,,False,invalid_random_target,415
680,False,82,"(6, 5, 5, 5, 5, 6)",1,True,,416
681,False,0,,,False,invalid_random_target,416
682,False,70,"(5, 4, 3, 7, 1, 5)",16,True,,417
683,False,70,"(5, 5, 5, 5, 5, 5)",35,False,duplicate,417
684,False,53,"(4, 6, 8, 8, 0, 3)",8,True,,418
685,False,84,"(5, 6, 5, 6, 3, 5)",2,True,,419
686,False,0,,,False,invalid_random_target,419
687,False,81,"(7, 4, 5, 7, 5, 2)",11,True,,420
688,False,72,"(3, 5, 6, 2, 4, 4)",3,False,duplicate,420
689,False,83,"(4, 6, 6, 1, 4, 6)",58,True,,421
690,False,84,"(4, 6, 5, 6, 3, 6)",2,True,,422
691,False,83,"(7, 4, 5, 6, 4, 6)",6,True,,423
692,False,82,"(6, 5, 6, 2, 2, 4)",81,True,,424
693,False,0,,,False,invalid_random_target,424
694,False,0,,,False,invalid_random_target,424
695,False,0,,,False,invalid_random_target,424
696,False,82,"(5, 6, 3, 2, 4, 5)",49,True,,425
697,False,0,,,False,invalid_random_target,425
698,False,84,"(3, 6, 5, 5, 7, 4)",38,True,,426
699,False,71,"(5, 4, 4, 7, 1, 4)",4,True,,427
700,False,72,"(3, 5, 6, 2, 4, 5)",7,True,,428
701,False,0,,,False,invalid_random_target,428
702,False,84,"(5, 6, 6, 2, 3, 4)",40,True,,429
703,False,83,"(5, 6, 4, 4, 4, 3)",2,True,,430
704,False,0,,,False,invalid_random_target,430
705,True,65,"(2, 6, 7, 7, 1, 2)",2,False,duplicate,430
706,False,71,"(5, 5, 4, 8, 2, 5)",5,True,,431
707,False,0,,,False,invalid_random_target,431
708,False,80,"(4, 5, 3, 8, 5, 1)",4,True,,432
709,False,69,"(3, 7, 7, 6, 3, 4)",9,True,,433
710,False,74,"(4, 5, 6, 8, 3, 4)",45,True,,434
711,False,71,"(4, 5, 4, 7, 8, 6)",5,True,,435
712,False,0,,,False,invalid_random_target,435
713,False,84,"(4, 6, 5, 7, 2, 6)",7,True,,436
714,False,0,,,False,invalid_random_target,436
715,False,0,,,False,invalid_random_target,436
716,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,436
717,False,0,,,False,invalid_random_target,436
718,True,65,"(3, 8, 7, 8, 1, 2)",59,False,duplicate,436
719,False,0,,,False,invalid_random_target,436
720,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,436
721,False,70,"(5, 4, 4, 9, 6, 5)",11,False,duplicate,436
722,False,62,"(3, 5, 6, 5, 2, 3)",4,True,,437
723,False,80,"(2, 6, 6, 8, 3, 3)",2,True,,438
724,False,82,"(4, 5, 6, 8, 3, 6)",7,True,,439
725,False,72,"(3, 4, 4, 5, 2, 4)",10,True,,440
726,False,71,"(4, 4, 5, 3, 5, 2)",3,True,,441
727,False,0,,,False,invalid_random_target,441
728,False,0,,,False,invalid_random_target,441
729,False,60,"(9, 4, 6, 1, 8, 3)",53,True,,442
730,False,0,,,False,invalid_random_target,442
731,False,0,,,False,invalid_random_target,442
732,False,73,"(3, 6, 7, 7, 1, 1)",9,True,,443
733,False,83,"(5, 5, 3, 5, 2, 6)",74,True,,444
734,False,83,"(6, 6, 6, 4, 5, 5)",8,True,,445
735,False,83,"(4, 6, 5, 2, 3, 6)",7,True,,446
736,False,59,"(4, 6, 6, 6, 6, 4)",5,True,,447
737,False,83,"(6, 5, 6, 4, 2, 4)",1,True,,448
738,False,83,"(4, 6, 3, 2, 2, 5)",15,True,,449
739,False,0,,,False,invalid_random_target,449
740,False,0,,,False,invalid_random_target,449
741,False,0,,,False,invalid_random_target,449
742,False,44,"(2, 6, 8, 4, 5, 3)",1,True,,450
743,False,0,,,False,invalid_random_target,450
744,False,83,"(4, 8, 5, 3, 2, 4)",5,True,,451
745,False,81,"(3, 5, 3, 8, 6, 1)",56,True,,452
746,False,83,"(4, 5, 4, 6, 3, 4)",2,True,,453
747,False,64,"(6, 4, 6, 5, 5, 6)",1,True,,454
748,False,82,"(4, 5, 3, 6, 7, 3)",5,False,duplicate,454
749,False,0,,,False,invalid_random_target,454
750,False,63,"(5, 4, 6, 2, 3, 3)",32,False,duplicate,454
751,False,83,"(4, 8, 5, 3, 3, 4)",7,True,,455
752,False,65,"(3, 7, 7, 8, 0, 2)",14,True,,456
753,False,83,"(4, 5, 3, 2, 2, 4)",9,True,,457
754,False,80,"(3, 5, 3, 8, 5, 2)",6,True,,458
755,False,63,"(3, 4, 5, 4, 4, 1)",7,True,,459
756,False,72,"(4, 4, 5, 8, 2, 4)",8,True,,460
757,False,84,"(4, 6, 6, 3, 2, 5)",4,True,,461
758,False,63,"(2, 6, 6, 8, 4, 2)",8,True,,462
759,False,81,"(6, 5, 7, 7, 4, 1)",32,True,,463
760,False,69,"(3, 5, 5, 6, 2, 3)",14,True,,464
761,False,0,,,False,invalid_random_target,464
762,False,81,"(4, 5, 5, 6, 7, 5)",2,False,duplicate,464
763,False,70,"(4, 5, 3, 8, 1, 6)",9,True,,465
764,False,0,,,False,invalid_random_target,465
765,False,83,"(4, 6, 3, 3, 3, 5)",3,False,duplicate,465
766,False,0,,,False,invalid_random_target,465
767,False,0,,,False,invalid_random_target,465
768,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,465
769,False,83,"(4, 5, 5, 5, 4, 7)",5,False,duplicate,465
770,False,0,,,False,invalid_random_target,465
771,False,84,"(4, 6, 5, 3, 1, 5)",5,True,,466
772,False,54,"(4, 5, 6, 8, 4, 3)",9,True,,467
773,False,59,"(6, 5, 7, 7, 5, 2)",9,True,,468
774,False,0,,,False,invalid_random_target,468
775,False,79,"(8, 5, 6, 6, 6, 4)",71,True,,469
776,False,63,"(4, 4, 5, 5, 4, 6)",50,True,,470
777,False,0,,,False,invalid_random_target,470
778,False,67,"(5, 4, 5, 8, 6, 5)",6,True,,471
779,False,0,,,False,invalid_random_target,471
780,False,0,,,False,invalid_random_target,471
781,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,471
782,False,71,"(4, 5, 3, 6, 1, 4)",7,True,,472
783,False,62,"(2, 6, 5, 6, 6, 3)",5,False,duplicate,472
784,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,472
785,False,83,"(7, 4, 5, 5, 3, 6)",7,True,,473
786,False,0,,,False,invalid_random_target,473
787,False,0,,,False,invalid_random_target,473
788,False,73,"(3, 5, 5, 2, 3, 4)",9,True,,474
789,False,70,"(3, 4, 5, 5, 4, 5)",4,True,,475
790,False,76,"(6, 5, 6, 6, 6, 3)",50,True,,476
791,False,71,"(5, 6, 4, 6, 8, 5)",6,True,,477
792,False,79,"(3, 6, 8, 4, 5, 2)",10,True,,478
793,False,71,"(4, 4, 3, 6, 1, 5)",3,True,,479
794,False,61,"(5, 4, 4, 5, 4, 4)",47,True,,480
795,False,81,"(3, 6, 6, 3, 4, 4)",3,True,,481
796,False,64,"(6, 5, 6, 5, 5, 7)",6,False,duplicate,481
797,False,73,"(3, 4, 5, 1, 3, 4)",54,True,,482
798,False,0,,,False,invalid_random_target,482
799,False,83,"(3, 6, 5, 5, 6, 3)",4,True,,483
800,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,483
801,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,483
802,True,65,"(3, 5, 7, 8, 1, 3)",20,True,,484
803,False,83,"(5, 5, 5, 5, 6, 4)",8,True,,485
804,False,71,"(6, 5, 3, 6, 1, 4)",43,True,,486
805,False,0,,,False,invalid_random_target,486
806,False,72,"(6, 4, 6, 6, 4, 6)",7,True,,487
807,False,82,"(4, 6, 5, 2, 4, 5)",6,True,,488
808,False,84,"(4, 6, 4, 3, 4, 3)",5,True,,489
809,False,82,"(4, 5, 5, 4, 2, 6)",6,True,,490
810,False,82,"(7, 5, 5, 7, 5, 6)",9,True,,491
811,False,71,"(5, 4, 3, 6, 1, 8)",71,True,,492
812,False,83,"(6, 7, 7, 6, 4, 4)",45,True,,493
813,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,493
814,False,81,"(6, 5, 5, 7, 4, 1)",2,True,,494
815,False,0,,,False,invalid_random_target,494
816,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,494
817,False,59,"(5, 4, 6, 7, 2, 4)",27,True,,495
818,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,495
819,False,70,"(5, 5, 3, 5, 1, 8)",39,True,,496
820,False,83,"(3, 6, 6, 2, 4, 6)",4,True,,497
821,False,82,"(4, 5, 4, 7, 7, 5)",2,True,,498
822,False,60,"(8, 5, 6, 1, 6, 3)",3,True,,499
823,False,83,"(4, 5, 4, 3, 2, 4)",2,True,,500
824,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,500
825,False,62,"(2, 5, 5, 6, 6, 3)",7,True,,501
826,False,0,,,False,invalid_random_target,501
827,False,0,,,False,invalid_random_target,501
828,False,80,"(5, 6, 2, 8, 6, 1)",40,True,,502
829,False,70,"(4, 4, 4, 8, 7, 4)",8,True,,503
830,False,81,"(7, 5, 7, 1, 7, 3)",33,True,,504
831,False,0,,,False,invalid_random_target,504
832,False,83,"(5, 6, 3, 2, 6, 4)",2,True,,505
833,False,83,"(6, 5, 6, 2, 1, 3)",23,True,,506
834,False,0,,,False,invalid_random_target,506
835,False,58,"(2, 5, 7, 6, 3, 3)",6,True,,507
836,False,75,"(3, 7, 3, 4, 1, 6)",30,True,,508
837,False,82,"(2, 4, 5, 6, 6, 4)",61,True,,509
838,False,0,,,False,invalid_random_target,509
839,False,72,"(3, 4, 5, 7, 2, 4)",1,True,,510
840,False,64,"(6, 4, 6, 6, 5, 7)",4,True,,511
841,False,50,"(4, 5, 6, 6, 2, 5)",6,True,,512
842,False,79,"(4, 5, 6, 7, 3, 5)",8,True,,513
843,False,83,"(4, 5, 4, 6, 4, 5)",1,True,,514
844,False,62,"(3, 4, 5, 6, 2, 2)",6,True,,515
845,False,62,"(2, 6, 5, 6, 6, 4)",8,True,,516
846,False,83,"(7, 4, 5, 5, 3, 4)",8,True,,517
847,False,71,"(5, 5, 3, 7, 9, 5)",49,True,,518
848,False,82,"(4, 5, 5, 8, 8, 6)",21,True,,519
849,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,519
850,False,0,,,False,invalid_random_target,519
851,False,62,"(2, 5, 5, 6, 2, 2)",2,True,,520
852,False,72,"(5, 7, 3, 1, 4, 4)",46,True,,521
853,True,65,"(2, 6, 7, 9, 1, 2)",3,False,duplicate,521
854,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,521
855,False,0,,,False,invalid_random_target,521
856,True,65,"(4, 6, 7, 8, 1, 2)",48,True,,522
857,False,0,,,False,invalid_random_target,522
858,False,0,,,False,invalid_random_target,522
859,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,522
860,True,65,"(2, 6, 7, 7, 1, 2)",2,False,duplicate,522
861,False,70,"(4, 4, 4, 8, 6, 5)",2,True,,523
862,False,83,"(5, 4, 6, 2, 2, 4)",18,False,duplicate,523
863,False,71,"(5, 4, 3, 5, 1, 6)",58,True,,524
864,False,80,"(4, 5, 6, 8, 7, 6)",4,True,,525
865,False,0,,,False,invalid_random_target,525
866,False,0,,,False,invalid_random_target,525
867,False,0,,,False,invalid_random_target,525
868,False,83,"(4, 5, 5, 6, 2, 6)",5,False,duplicate,525
869,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,525
870,False,0,,,False,invalid_random_target,525
871,False,72,"(3, 4, 4, 6, 2, 5)",9,True,,526
872,False,0,,,False,invalid_random_target,526
873,False,0,,,False,invalid_random_target,526
874,False,0,,,False,invalid_random_target,526
875,False,69,"(3, 6, 7, 7, 4, 3)",5,True,,527
876,False,79,"(3, 6, 7, 5, 2, 5)",53,True,,528
877,False,0,,,False,invalid_random_target,528
878,False,70,"(5, 4, 5, 6, 1, 8)",7,True,,529
879,True,65,"(2, 6, 7, 7, 1, 2)",2,False,duplicate,529
880,False,84,"(4, 6, 5, 6, 4, 3)",1,True,,530
881,False,0,,,False,invalid_random_target,530
882,False,83,"(4, 9, 4, 3, 2, 4)",70,True,,531
883,False,70,"(7, 5, 6, 5, 5, 6)",11,True,,532
884,False,0,,,False,invalid_random_target,532
885,False,69,"(5, 4, 6, 8, 5, 5)",5,True,,533
886,False,0,,,False,invalid_random_target,533
887,False,82,"(7, 5, 5, 5, 3, 7)",11,True,,534
888,False,0,,,False,invalid_random_target,534
889,False,0,,,False,invalid_random_target,534
890,False,82,"(2, 4, 5, 6, 6, 2)",22,True,,535
891,False,84,"(6, 7, 7, 3, 7, 4)",28,True,,536
892,False,0,,,False,invalid_random_target,536
893,False,83,"(6, 4, 5, 6, 3, 6)",3,True,,537
894,False,81,"(7, 5, 5, 7, 5, 1)",6,True,,538
895,False,83,"(4, 5, 3, 6, 3, 7)",82,True,,539
896,False,72,"(4, 4, 3, 3, 5, 2)",4,True,,540
897,False,0,,,False,invalid_random_target,540
898,False,71,"(4, 4, 5, 6, 1, 6)",2,True,,541
899,False,0,,,False,invalid_random_target,541
900,False,0,,,False,invalid_random_target,541
901,False,83,"(6, 7, 4, 2, 6, 3)",2,False,duplicate,541
902,False,0,,,False,invalid_random_target,541
903,False,80,"(6, 6, 2, 9, 4, 1)",25,True,,542
904,False,82,"(4, 5, 4, 7, 8, 4)",9,True,,543
905,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,543
906,False,59,"(7, 5, 4, 2, 6, 4)",2,True,,544
907,False,83,"(4, 7, 3, 3, 4, 5)",3,True,,545
908,False,0,,,False,invalid_random_target,545
909,False,83,"(4, 9, 5, 2, 2, 4)",45,True,,546
910,False,83,"(6, 7, 6, 7, 2, 6)",12,True,,547
911,False,83,"(4, 7, 3, 2, 5, 5)",40,True,,548
912,False,82,"(6, 6, 5, 9, 2, 2)",27,True,,549
913,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,549
914,False,0,,,False,invalid_random_target,549
915,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,549
916,False,0,,,False,invalid_random_target,549
917,False,0,,,False,invalid_random_target,549
918,False,0,,,False,invalid_random_target,549
919,False,0,,,False,invalid_random_target,549
920,False,0,,,False,invalid_random_target,549
921,True,65,"(2, 6, 6, 8, 1, 2)",1,False,duplicate,549
922,False,83,"(6, 7, 4, 2, 6, 3)",2,False,duplicate,549
923,False,69,"(9, 4, 6, 1, 6, 3)",6,True,,550
924,False,83,"(3, 5, 5, 5, 3, 7)",38,True,,551
925,False,0,,,False,invalid_random_target,551
926,False,0,,,False,invalid_random_target,551
927,False,0,,,False,invalid_random_target,551
928,False,0,,,False,invalid_random_target,551
929,False,72,"(5, 4, 3, 3, 4, 2)",3,True,,552
930,False,0,,,False,invalid_random_target,552
931,False,70,"(5, 4, 5, 7, 6, 5)",6,False,duplicate,552
932,False,62,"(2, 6, 6, 5, 4, 3)",8,True,,553
933,False,79,"(4, 5, 7, 3, 6, 3)",46,True,,554
934,False,76,"(6, 5, 6, 7, 8, 2)",76,True,,555
