iteration,goal_sampled,candidate_count,chosen_idx,chosen_rank,accepted,rejection_reason,tree_nodes
199,False,60,"(4, 4, 6, 5, 3, 4)",2,True,,132
200,False,83,"(4, 5, 5, 6, 3, 6)",7,True,,133
201,False,0,,,False,invalid_random_target,133
202,False,0,,,False,invalid_random_target,133
203,False,72,"(4, 4, 5, 6, 3, 6)",6,True,,134
204,True,65,"(2, 6, 7, 7, 1, 2)",2,True,,135
205,False,81,"(7, 5, 6, 2, 6, 3)",73,True,,136
206,False,81,"(4, 5, 4, 6, 6, 5)",1,True,,137
207,False,77,"(3, 7, 7, 9, 1, 3)",7,True,,138
208,True,65,"(3, 6, 7, 8, 0, 2)",9,True,,139
209,False,80,"(3, 6, 6, 6, 5, 2)",65,True,,140
210,False,83,"(6, 6, 4, 1, 7, 4)",75,True,,141
211,False,80,"(4, 5, 6, 2, 4, 5)",2,True,,142
212,False,0,,,False,invalid_random_target,142
213,False,76,"(6, 5, 6, 7, 4, 2)",2,False,duplicate,142
214,True,65,"(3, 6, 7, 9, 1, 2)",8,True,,143
215,False,72,"(4, 4, 4, 6, 2, 6)",15,True,,144
216,False,83,"(4, 5, 5, 7, 4, 5)",1,True,,145
217,False,82,"(6, 6, 5, 2, 7, 4)",6,False,duplicate,145
218,False,53,"(4, 5, 6, 7, 4, 4)",6,False,duplicate,145
219,False,61,"(2, 6, 7, 5, 3, 3)",2,True,,146
220,False,74,"(4, 6, 5, 6, 7, 4)",6,True,,147
221,True,65,"(3, 6, 7, 9, 1, 3)",42,True,,148
222,False,0,,,False,invalid_random_target,148
223,False,79,"(3, 6, 6, 7, 1, 5)",12,True,,149
224,False,72,"(4, 4, 4, 6, 2, 6)",15,False,duplicate,149
225,False,81,"(4, 5, 3, 6, 8, 4)",42,True,,150
226,False,84,"(6, 6, 5, 3, 4, 4)",72,True,,151
227,False,83,"(4, 5, 6, 5, 5, 5)",8,True,,152
228,False,0,,,False,invalid_random_target,152
229,True,65,"(3, 6, 7, 8, 0, 1)",43,True,,153
230,False,84,"(4, 6, 6, 3, 6, 3)",3,False,duplicate,153
231,False,72,"(4, 4, 4, 5, 3, 4)",3,True,,154
232,False,71,"(4, 4, 4, 7, 2, 5)",5,True,,155
233,False,82,"(4, 5, 6, 4, 6, 4)",8,True,,156
234,False,76,"(6, 5, 5, 7, 6, 1)",47,True,,157
235,False,0,,,False,invalid_random_target,157
236,True,65,"(3, 6, 7, 8, 1, 1)",11,True,,158
237,False,69,"(4, 5, 5, 6, 3, 5)",3,True,,159
238,False,79,"(3, 6, 7, 6, 4, 4)",9,True,,160
239,False,83,"(6, 5, 6, 6, 4, 6)",26,True,,161
240,False,82,"(7, 5, 5, 7, 4, 2)",71,True,,162
241,False,72,"(6, 4, 5, 6, 2, 5)",45,True,,163
242,False,81,"(7, 4, 5, 7, 6, 1)",70,True,,164
243,False,72,"(4, 4, 4, 6, 3, 5)",2,True,,165
244,False,65,"(3, 6, 7, 3, 6, 3)",5,False,duplicate,165
245,False,0,,,False,invalid_random_target,165
246,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,165
247,False,80,"(6, 5, 6, 6, 4, 4)",5,True,,166
248,False,84,"(4, 5, 4, 3, 4, 5)",38,True,,167
249,False,83,"(4, 4, 4, 4, 4, 5)",17,True,,168
250,False,79,"(3, 6, 7, 4, 6, 0)",56,True,,169
251,False,83,"(5, 5, 5, 6, 5, 6)",34,False,duplicate,169
252,False,50,"(4, 4, 6, 5, 2, 3)",7,True,,170
253,False,83,"(6, 6, 5, 4, 7, 4)",2,True,,171
254,False,65,"(3, 6, 8, 3, 5, 3)",2,True,,172
255,False,0,,,False,invalid_random_target,172
256,False,62,"(5, 4, 5, 8, 7, 5)",6,True,,173
257,False,79,"(3, 5, 7, 4, 5, 2)",7,True,,174
258,False,65,"(3, 6, 8, 4, 7, 2)",11,False,duplicate,174
259,False,84,"(5, 6, 4, 3, 3, 4)",51,True,,175
260,False,0,,,False,invalid_random_target,175
261,False,0,,,False,invalid_random_target,175
262,False,82,"(7, 5, 7, 3, 6, 3)",8,True,,176
263,False,71,"(4, 4, 3, 6, 1, 6)",52,True,,177
264,False,0,,,False,invalid_random_target,177
265,False,83,"(5, 5, 4, 5, 1, 6)",50,True,,178
266,False,70,"(5, 4, 5, 6, 6, 5)",7,True,,179
267,False,84,"(6, 6, 5, 6, 3, 6)",42,True,,180
268,False,83,"(4, 5, 5, 4, 3, 7)",76,True,,181
269,False,62,"(2, 6, 8, 2, 5, 3)",57,True,,182
270,False,0,,,False,invalid_random_target,182
271,False,79,"(3, 6, 6, 6, 2, 5)",4,False,duplicate,182
272,True,65,"(2, 6, 6, 8, 1, 2)",1,True,,183
273,False,82,"(6, 6, 4, 1, 5, 4)",4,True,,184
274,False,0,,,False,invalid_random_target,184
275,False,82,"(6, 6, 4, 3, 5, 4)",1,True,,185
276,False,81,"(6, 5, 3, 7, 6, 1)",73,True,,186
277,True,65,"(3, 6, 7, 8, 2, 2)",10,True,,187
278,False,82,"(4, 6, 3, 3, 3, 5)",3,True,,188
279,False,0,,,False,invalid_random_target,188
280,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,188
281,False,0,,,False,invalid_random_target,188
282,False,0,,,False,invalid_random_target,188
283,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,188
284,False,82,"(4, 5, 3, 6, 7, 3)",5,True,,189
285,False,0,,,False,invalid_random_target,189
286,False,82,"(4, 6, 4, 3, 4, 5)",2,False,duplicate,189
287,False,84,"(5, 6, 4, 5, 3, 5)",1,True,,190
288,True,65,"(3, 7, 7, 9, 1, 2)",23,True,,191
289,False,0,,,False,invalid_random_target,191
290,False,62,"(2, 6, 7, 4, 4, 3)",2,True,,192
291,False,72,"(5, 4, 5, 6, 3, 4)",7,False,duplicate,192
292,False,83,"(4, 5, 5, 7, 4, 5)",1,False,duplicate,192
293,False,0,,,False,invalid_random_target,192
294,False,84,"(5, 6, 5, 7, 3, 6)",11,True,,193
295,False,82,"(6, 5, 6, 7, 4, 4)",3,True,,194
296,False,76,"(6, 5, 6, 7, 5, 2)",7,True,,195
297,False,0,,,False,invalid_random_target,195
298,False,0,,,False,invalid_random_target,195
299,False,79,"(3, 6, 7, 3, 8, 3)",79,True,,196
300,False,84,"(3, 6, 5, 3, 3, 4)",2,True,,197
301,False,44,"(2, 5, 8, 3, 5, 3)",8,True,,198
302,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,198
303,False,82,"(7, 5, 6, 4, 6, 3)",2,True,,199
304,False,81,"(5, 5, 4, 6, 9, 5)",78,True,,200
305,False,0,,,False,invalid_random_target,200
306,False,0,,,False,invalid_random_target,200
307,False,82,"(6, 5, 6, 5, 5, 7)",8,True,,201
308,False,81,"(4, 5, 6, 3, 4, 5)",7,True,,202
309,False,70,"(4, 5, 5, 6, 7, 5)",10,True,,203
310,False,83,"(5, 6, 5, 7, 3, 6)",5,False,duplicate,203
311,False,82,"(7, 5, 5, 3, 6, 3)",20,True,,204
312,False,79,"(3, 6, 7, 7, 3, 4)",4,True,,205
313,False,67,"(5, 4, 5, 8, 8, 4)",53,True,,206
314,False,82,"(4, 6, 3, 2, 3, 6)",71,True,,207
315,False,83,"(5, 5, 5, 3, 2, 4)",4,True,,208
316,False,0,,,False,invalid_random_target,208
317,False,59,"(4, 5, 6, 7, 6, 4)",3,True,,209
318,False,81,"(4, 5, 6, 3, 4, 4)",3,True,,210
319,False,41,"(2, 6, 7, 8, 2, 2)",4,True,,211
320,False,72,"(4, 4, 5, 5, 4, 4)",1,True,,212
321,False,72,"(3, 4, 4, 5, 3, 5)",4,True,,213
322,False,79,"(3, 7, 8, 3, 8, 3)",43,True,,214
323,False,0,,,False,invalid_random_target,214
324,False,72,"(3, 4, 5, 5, 3, 6)",8,True,,215
325,False,72,"(4, 4, 5, 4, 4, 4)",8,True,,216
326,False,0,,,False,invalid_random_target,216
327,False,83,"(4, 5, 4, 7, 3, 3)",28,True,,217
328,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,217
329,False,84,"(6, 6, 5, 3, 5, 5)",77,True,,218
330,False,81,"(5, 5, 6, 7, 6, 1)",5,True,,219
331,False,71,"(4, 4, 4, 5, 2, 5)",28,True,,220
332,False,36,"(4, 4, 6, 7, 2, 3)",2,True,,221
333,True,65,"(4, 6, 8, 8, 1, 2)",52,True,,222
334,False,81,"(4, 5, 7, 2, 4, 5)",34,True,,223
335,False,76,"(6, 6, 6, 7, 5, 2)",4,True,,224
336,False,81,"(6, 5, 3, 8, 5, 1)",8,True,,225
337,False,83,"(4, 5, 5, 8, 4, 6)",14,True,,226
338,False,82,"(6, 5, 3, 1, 7, 4)",55,True,,227
339,False,0,,,False,invalid_random_target,227
340,False,0,,,False,invalid_random_target,227
341,True,65,"(3, 6, 7, 7, 1, 2)",7,False,duplicate,227
342,True,65,"(3, 6, 7, 8, 0, 2)",9,False,duplicate,227
343,False,84,"(4, 6, 5, 3, 3, 4)",6,True,,228
344,True,65,"(4, 5, 7, 8, 1, 2)",49,True,,229
345,False,0,,,False,invalid_random_target,229
346,False,0,,,False,invalid_random_target,229
347,False,0,,,False,invalid_random_target,229
348,True,65,"(4, 6, 7, 7, 1, 2)",53,True,,230
349,False,81,"(5, 5, 6, 2, 4, 3)",4,True,,231
350,False,80,"(4, 7, 6, 4, 6, 4)",35,True,,232
351,False,80,"(3, 6, 6, 6, 4, 2)",5,True,,233
352,False,84,"(5, 6, 5, 5, 2, 5)",6,True,,234
353,True,65,"(3, 6, 7, 9, 1, 2)",8,False,duplicate,234
354,False,0,,,False,invalid_random_target,234
355,False,81,"(4, 5, 6, 3, 6, 3)",3,True,,235
356,False,0,,,False,invalid_random_target,235
357,False,71,"(5, 4, 5, 5, 2, 3)",12,True,,236
358,False,83,"(5, 5, 5, 5, 3, 7)",8,False,duplicate,236
359,False,84,"(4, 7, 5, 2, 4, 4)",24,True,,237
360,False,76,"(4, 5, 6, 8, 4, 5)",9,True,,238
361,False,82,"(4, 8, 3, 2, 3, 4)",46,True,,239
362,False,0,,,False,invalid_random_target,239
363,False,0,,,False,invalid_random_target,239
364,False,71,"(4, 5, 4, 6, 9, 6)",41,True,,240
365,True,65,"(2, 6, 7, 9, 1, 2)",3,True,,241
366,False,80,"(6, 6, 2, 8, 5, 1)",57,True,,242
367,False,0,,,False,invalid_random_target,242
368,False,67,"(5, 4, 4, 8, 7, 5)",43,True,,243
369,True,65,"(3, 6, 7, 9, 2, 2)",40,True,,244
370,False,82,"(7, 5, 6, 1, 7, 3)",80,True,,245
371,False,68,"(3, 4, 5, 5, 2, 3)",2,True,,246
372,False,79,"(2, 6, 5, 6, 4, 5)",37,True,,247
373,False,82,"(5, 6, 6, 7, 5, 1)",12,True,,248
374,False,0,,,False,invalid_random_target,248
375,False,62,"(5, 4, 5, 8, 7, 4)",6,True,,249
376,False,82,"(6, 6, 5, 7, 5, 1)",54,True,,250
377,True,65,"(3, 7, 7, 7, 1, 2)",22,True,,251
378,False,83,"(4, 6, 6, 4, 6, 4)",31,True,,252
379,False,81,"(7, 5, 6, 2, 7, 2)",9,True,,253
380,False,0,,,False,invalid_random_target,253
381,False,83,"(4, 6, 3, 3, 2, 6)",6,True,,254
382,True,65,"(3, 6, 8, 9, 1, 2)",38,True,,255
383,False,82,"(7, 5, 6, 6, 6, 3)",6,True,,256
384,False,0,,,False,invalid_random_target,256
385,False,70,"(5, 4, 4, 9, 6, 5)",11,True,,257
386,False,0,,,False,invalid_random_target,257
387,False,83,"(3, 6, 3, 2, 3, 5)",11,True,,258
388,False,71,"(5, 4, 3, 6, 1, 6)",44,True,,259
389,False,67,"(3, 6, 7, 4, 5, 0)",7,True,,260
390,False,61,"(5, 4, 4, 9, 5, 4)",4,True,,261
391,False,0,,,False,invalid_random_target,261
392,False,0,,,False,invalid_random_target,261
393,False,83,"(6, 7, 6, 7, 4, 6)",67,True,,262
394,False,79,"(7, 5, 6, 6, 5, 2)",11,True,,263
395,False,0,,,False,invalid_random_target,263
396,False,44,"(2, 6, 7, 3, 5, 3)",3,False,duplicate,263
397,False,0,,,False,invalid_random_target,263
398,False,0,,,False,invalid_random_target,263
399,False,81,"(6, 5, 3, 2, 6, 4)",2,True,,264
400,False,81,"(4, 5, 7, 2, 6, 3)",19,True,,265
401,False,0,,,False,invalid_random_target,265
402,False,84,"(4, 6, 6, 4, 3, 5)",5,True,,266
403,False,81,"(7, 5, 4, 1, 7, 4)",43,True,,267
404,False,61,"(5, 4, 5, 9, 6, 4)",8,True,,268
405,False,0,,,False,invalid_random_target,268
406,False,0,,,False,invalid_random_target,268
407,False,81,"(4, 5, 7, 3, 4, 5)",6,True,,269
408,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,269
409,False,0,,,False,invalid_random_target,269
410,False,83,"(4, 6, 4, 3, 3, 6)",2,True,,270
411,False,82,"(5, 6, 6, 7, 4, 2)",1,True,,271
412,False,83,"(5, 5, 5, 5, 5, 5)",2,False,duplicate,271
413,False,0,,,False,invalid_random_target,271
414,False,76,"(6, 6, 7, 7, 6, 2)",22,True,,272
415,True,65,"(3, 6, 7, 7, 1, 3)",37,True,,273
416,False,0,,,False,invalid_random_target,273
417,False,67,"(3, 6, 7, 4, 5, 0)",7,False,duplicate,273
418,False,69,"(3, 7, 7, 8, 1, 4)",1,True,,274
419,False,36,"(4, 4, 6, 7, 2, 3)",2,False,duplicate,274
420,False,71,"(4, 5, 7, 4, 6, 3)",1,True,,275
421,False,0,,,False,invalid_random_target,275
422,False,84,"(3, 6, 5, 6, 7, 3)",11,True,,276
423,False,0,,,False,invalid_random_target,276
424,True,65,"(3, 6, 7, 8, 1, 3)",12,False,duplicate,276
425,False,71,"(5, 4, 3, 6, 1, 4)",5,True,,277
426,False,81,"(6, 5, 3, 6, 6, 0)",54,True,,278
427,True,65,"(3, 5, 7, 8, 1, 1)",19,True,,279
428,False,62,"(3, 6, 5, 7, 4, 5)",20,True,,280
429,False,70,"(5, 4, 4, 8, 6, 5)",6,True,,281
430,False,76,"(3, 6, 6, 8, 1, 3)",5,True,,282
431,False,81,"(5, 5, 6, 7, 6, 1)",5,False,duplicate,282
432,False,83,"(6, 7, 6, 7, 4, 4)",5,True,,283
433,False,0,,,False,invalid_random_target,283
434,False,83,"(2, 6, 5, 6, 7, 3)",27,True,,284
435,False,81,"(9, 5, 6, 1, 7, 3)",77,True,,285
436,False,83,"(4, 6, 3, 3, 2, 5)",17,True,,286
437,False,80,"(6, 6, 4, 8, 5, 1)",2,True,,287
438,False,0,,,False,invalid_random_target,287
439,False,0,,,False,invalid_random_target,287
440,False,0,,,False,invalid_random_target,287
441,False,0,,,False,invalid_random_target,287
442,False,0,,,False,invalid_random_target,287
443,False,0,,,False,invalid_random_target,287
444,False,0,,,False,invalid_random_target,287
445,False,73,"(3, 6, 7, 7, 1, 2)",3,False,duplicate,287
446,False,0,,,False,invalid_random_target,287
447,False,84,"(4, 6, 4, 3, 4, 4)",6,True,,288
448,False,0,,,False,invalid_random_target,288
449,False,0,,,False,invalid_random_target,288
450,False,0,,,False,invalid_random_target,288
451,False,72,"(4, 4, 4, 7, 2, 4)",14,True,,289
452,False,0,,,False,invalid_random_target,289
453,False,82,"(6, 5, 5, 5, 4, 7)",3,True,,290
454,False,0,,,False,invalid_random_target,290
455,False,0,,,False,invalid_random_target,290
456,False,0,,,False,invalid_random_target,290
457,False,82,"(7, 4, 5, 5, 4, 7)",26,True,,291
458,False,0,,,False,invalid_random_target,291
459,False,0,,,False,invalid_random_target,291
460,False,79,"(3, 6, 6, 6, 3, 4)",1,True,,292
461,True,65,"(3, 6, 7, 8, 2, 2)",10,False,duplicate,292
462,False,0,,,False,invalid_random_target,292
463,True,65,"(3, 6, 7, 8, 1, 1)",11,False,duplicate,292
464,False,71,"(5, 4, 3, 8, 1, 6)",24,True,,293
465,False,0,,,False,invalid_random_target,293
466,False,83,"(4, 5, 5, 6, 4, 6)",2,True,,294
467,False,0,,,False,invalid_random_target,294
